AAPL,1000.0,2025-11-09 20:45:39,659584856,Покупка: 11.11 по цене 268.26
Продажа: 18.11 по цене 268.54
Прибыль: 0.28

NVDA,100000.0,2025-11-09 20:48:26,659584856,Покупка: 20.11 по цене 189.75
Продажа: 27.11 по цене 189.80
Прибыль: 0.04

NVDA,100000.0,2025-11-09 20:50:44,659584856,Покупка: 20.11 по цене 189.75
Продажа: 27.11 по цене 189.80
Прибыль: 22.47

AAPL,1000.0,2025-11-09 21:07:15,659584856,Покупка: 11.11 по цене 268.26
Продажа: 18.11 по цене 268.54
Прибыль: 1.06

NVDA,1000.0,2025-11-10 17:07:34,659584856,Покупка: 20.11 по цене 189.75
Продажа: 27.11 по цене 189.80
Прибыль: 0.22

